,"Check car, trolley and cable carrier sheaths. ",LEV 3,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 001,(2) Cutter,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Bearing Lubrication ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Clean silencers ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots ",960,10 Weeks (70 Days),,,,,,,
,Vulcolan guide rollers Clean rails. Check rollers. Adjust play if necessary.  Check parallel movement of carriages.  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,... ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors.  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits ,2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 002,(2) ACCELERATING BELT FROM EXTRUDER - Cutter,FREQUENCY (Hours),ACTUAL TIME FREQ (Weeks),,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Lubricate heavy duty belt bearings ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts. ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 004,(2) 90 Degree Slug transfer - Cutter,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots  ",960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,"Chains Check lifting components: pinions, chains, chain attachments, anchorage point weldments  ",2000,20 Weeks (140 Days),,,,,,,
,"Chains Lubricate transmission, lifting and coupling chains  ",2000,20 Weeks (140 Days),,,,,,,
,Belts Check couplings and condition of transmission belt tensions  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiter contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check grounding braid on cabinets  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,"Electrical Check the trolley, carriage and cable carrier sheaths  ",4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 005,(2) SLUGS TRANSFER CONVEYORS - Cutter,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,"Chains Lubricate transmission, lifting and coupling chains  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 006,(2) Band with barstop through Cutter ,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors  ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts. ",2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check the alignment of fixed equipment and mobile equipment (transfer platform, lifting platform, pusher,....).  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check the loose of claw  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 007,(2) Verticle Action Multi-Wire Cutter,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Ball guides Check ball sockets and precision shafts 4 000 Hours Ball guides Lubrication  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Gears Check play between pinions and racks  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors  ,960,10 Weeks (70 Days),,,,,,,
,Gears Check play between slewing ring and pinion teeth  ,2000,20 Weeks (140 Days),,,,,,,
,Gears Clean and lubricate  ,2000,20 Weeks (140 Days),,,,,,,
,Vulcolan guide rollers Clean rails. Check rollers. Adjust play if necessary.  Check parallel movement of carriages  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiter contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check condition of cable carrier sheaths, check the cables inside them or on the trollies  ",2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check the loose of claw  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 008,(2) CUT SLUG RECEIVING CONVEYORS - Cutter,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Bearing Lubrication  ,60,1 Week (7 Days),,,,,,,
,Ball and joint Lubrication  ,60,1 Week 7 Days),,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots  ",960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,"Chains Lubricate transmission, lifting and coupling chains  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiter contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 009,(2) CUT SLUG DOUBLER / FACER GRIPPERS - Cutter,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter chains Clean the product transport chains and the slide tracks  ,160,2 Weeks (14 Days),,,,,,,
,Linings Check the gripper linings used for load handling  ,160,2 Weeks (14 Days),,,,,,,
,Ball guides Lubrication  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Gears Check play between pinions and racks  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots  ",960,10 Weeks (70 Days),,,,,,,
,"Chains Check lifting components: pinions, chains, chain attachments, anchorage point weldments  ",2000,20 Weeks (140 Days),,,,,,,
,"Chains Lubricate transmission, lifting and coupling chains  ",2000,20 Weeks (140 Days),,,,,,,
,Gears Check play between slewing ring and pinion teeth  ,2000,20 Weeks (140 Days),,,,,,,
,Gears Clean and lubricate  ,2000,20 Weeks (140 Days),,,,,,,
,Vulcolan guide rollers Clean rails. Check rollers. Adjust play if necessary.  Check parallel movement of carriages  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check the alignment of fixed equipment and mobile equipment (transfer platform, lifting platform, pusher,....).  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check the brushes on DC motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiter contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check condition of cable carrier sheaths, check the cables inside them or on the trollies  ",2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Ball guides Check ball sockets and precision shafts  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check the loose of claw  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,"Electrical Check the trolley, carriage and cable carrier sheaths  ",4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 010,(1) ELEVATING / TRANSFERRING SLUG GRIPPER,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Chains Check lifting components: pinions, chains, chain attachments, anchorage point weldments   ",2000,20 Weeks (140 Days),,,,,,,
,Belts Check couplings and condition of transmission belt tensions   ,2000,20 Weeks (140 Days),,,,,,,
,Vulcolan guide rollers Clean rails. Check rollers. Adjust play if necessary.  Check parallel movement of carriages  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check the alignment of fixed equipment and mobile equipment (transfer platform, lifting platform, pusher,....).  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiter contacts, safety units, torque limiters, gate and door contacts   ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check grounding braid on cabinets  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check condition of cable carrier sheaths, check the cables inside them or on the trollies  ",2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Belts Check slide rails and return rollers  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check the loose of claw  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,"Electrical Check the trolley, carriage and cable carrier sheaths  ",4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 011,(1) SETTING BELT CONVEYOR,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors  ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 012,(2) EDGE NON SPREADABLE ROBOT TOOLS,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Linings Check the gripper linings used for load handling  ,160,2 Weeks (14 Days),,,,,,,
,Ball guides Lubrication  ,160,2 Weeks (14 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots  ",960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,... ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check grounding braid on cabinets  ,2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check the loose of claw  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Ball guides Check ball sockets and precision shafts  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 013,"(2) ROBOT TOOLS FOR 16"" PRODUCTS",FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Linings Check the gripper linings used for load handling  ,160,2 Weeks (14 Days),,,,,,,
,Ball guides Lubrication  ,160,2 Weeks (14 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball guides Check ball sockets and precision shafts  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
